Data de Emissão;Data de Lançamento;Fornecedor;Descrição Material;Qtde.;Unidade;Preço Unitário (R$);Acréscimo (R$);Desconto (R$);Total (R$);Grupo do Material
26/01/2024;29/01/2024;EVOLAT LATICINIOS VEGETAIS LTDA;Deleitinho Chocolate naveia;2,00;CX    ;74,05;0,00;0,00;148,10;Diversos
26/01/2024;26/01/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA;Água de coco coco legal;24,00;FD    ;13,09;0,00;0,00;314,16;Aguas e Chas
26/01/2024;30/01/2024;Acqua center;Agua prata s gas 1,5L;3,00;FD    ;27,90;0,00;0,00;83,70;A la Carte
26/01/2024;31/01/2024;LATICINIOS COALHADAS LTDA.;Ricota fresca Coalhadas;3,68;KG    ;21,20;0,00;0,00;78,02;Embalados
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;Salsicha de carne bovina berna;3,00;KG    ;17,75;0,00;0,00;53,25;Embutidos
26/01/2024;31/01/2024;Aurora Bebidas e Alimentos Finos Ltda;Geleia Morango ST 284g;12,00;CX    ;20,30;0,00;0,00;243,65;Geleias e conservas
26/01/2024;30/01/2024;LATICINIOS TIROLEZ LTDA;Queijo Prato Tirolez;41,67;KG    ;31,34;0,00;0,00;1.306,06;Granel
26/01/2024;31/01/2024;LATICINIOS COALHADAS LTDA.;Queijo Cottage 180g Coalhadas;4,00;UN    ;7,40;0,00;0,00;29,60;Laticinos
26/01/2024;31/01/2024;LATICINIOS COALHADAS LTDA.;Queijo Minas Frescal Coalhadas;22,00;KG    ;34,00;0,00;0,00;748,00;Granel
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Amaciante Pra Carne;2,00;UN    ;29,90;0,00;0,00;59,80;Secos
26/01/2024;31/01/2024;Aurora Bebidas e Alimentos Finos Ltda;Geleia Amora ST Dalf;12,00;CX    ;20,30;0,00;0,00;243,65;Geleias e conservas
26/01/2024;27/01/2024;BRF S.A.;Salame Hambur Sadia;4,80;KG    ;79,48;0,00;0,00;381,50;Granel
26/01/2024;29/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Goma Mascar Jujuba Z;2,00;CX    ;24,51;0,00;0,00;49,02;Balas e doces
26/01/2024;31/01/2024;LATICINIOS PORTO ALEGRE IND E COM S/A;Creme leite fresc Pr;12,00;UN    ;75,28;0,00;0,00;903,36;Refrigerados
26/01/2024;26/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Cha Mate Ouro 250g;1,01;PC    ;44,90;0,00;6,78;45,26;Cafés e chás
26/01/2024;26/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Cha Mate Ouro 250g;1,01;PC    ;44,89;0,00;6,82;45,52;Cafés e chás
26/01/2024;29/01/2024;CIPAR COMERCIO E INDUSTRIA DE EMBALAGENS;Saco de Papel 5kg;10,00;CX    ;149,82;0,00;0,00;1.498,20;Embalagens
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;Salsicha viena berna;3,00;KG    ;13,35;0,00;0,00;40,05;Embalados
26/01/2024;29/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Jujuba FrutasGomets ;2,00;CX    ;19,90;0,00;0,00;39,80;Balas e doces
26/01/2024;29/01/2024;ELENICE DOS SANTOS MAIA 061.340.547-12;MR.Brownie ;600,00;UN    ;3,50;0,00;0,00;2.100,00;Balas e doces
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;ling min berna aper;3,00;KG    ;12,65;0,00;0,00;37,95;Embalados
26/01/2024;29/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;M&M amendoim;1,00;CX    ;60,34;0,00;0,00;60,34;Balas e doces
26/01/2024;31/01/2024;Aurora Bebidas e Alimentos Finos Ltda;Crack arroz original;12,00;UN    ;8,48;0,00;0,00;101,74;Biscoitos
26/01/2024;31/01/2024;Aurora Bebidas e Alimentos Finos Ltda;Wafer first class;12,00;UN    ;15,95;0,00;0,00;191,38;Biscoitos
26/01/2024;31/01/2024;Aurora Bebidas e Alimentos Finos Ltda;Waffeletten;12,00;UN    ;15,95;0,00;0,00;191,38;Biscoitos
26/01/2024;31/01/2024;Aurora Bebidas e Alimentos Finos Ltda;Bisc choco leibniz;12,00;UN    ;15,95;0,00;0,00;191,38;Biscoitos
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Mamao papaya ;1,00;KG    ;60,00;0,00;0,00;60,00;Hortifruti
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Maionese producao;4,00;UN    ;31,90;0,00;0,00;127,60;Secos
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Catchup sache;2,00;CX    ;19,98;0,00;0,00;39,96;Secos
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Melancia ;1,00;KG    ;28,00;0,00;0,00;28,00;Hortifruti
26/01/2024;26/01/2024;S. S. P. ALONSO COM. ATAC. DE DESCART.;Papel toalha interfo;1,00;CX    ;171,50;0,00;0,00;171,50;Descartaveis
26/01/2024;29/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Choc Ao leite M&M 45;1,00;CX    ;60,34;0,00;0,00;60,34;Balas e doces
26/01/2024;26/01/2024;F A S P ALONSO COM. ATAC.DE MAT. DE LIMP;Master dish ;1,00;BB    ;78,33;0,00;0,00;78,33;Higiena e Limpeza
26/01/2024;26/01/2024;F A S P ALONSO COM. ATAC.DE MAT. DE LIMP;Master det;2,00;BB    ;55,49;0,00;0,00;110,98;Higiena e Limpeza
26/01/2024;26/01/2024;F A S P ALONSO COM. ATAC.DE MAT. DE LIMP;Master soap;1,00;BB    ;65,33;0,00;0,00;65,33;Higiena e Limpeza
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Laranja ;22,00;SC    ;55,00;0,00;0,00;1.210,00;Hortifruti
26/01/2024;27/01/2024;REZENDE E KONCIKOSKI COMERCIO ATACADISTA;Alcatra Coracao Miol;23,88;KG    ;34,73;0,00;0,00;829,49;Proteinas
26/01/2024;27/01/2024;CHATEAU DU LAIT;manteiga c/sal blc;5,00;UN    ;33,80;0,00;0,00;169,00;Refrigerados
26/01/2024;31/01/2024;LATICINIOS PORTO ALEGRE IND E COM S/A;manteiga c/sal blc;1,00;UN    ;189,91;0,00;0,00;189,91;Refrigerados
26/01/2024;31/01/2024;Aurora Bebidas e Alimentos Finos Ltda;Mostarda mail Ancien;12,00;UN    ;13,40;0,00;0,00;160,81;Azeites e molhos
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Adocante sucralose;1,00;CX    ;47,90;0,00;0,00;47,90;Secos
26/01/2024;29/01/2024;SERTANORTE RAIZES ATACADISTA LTDA;Queijo coalho;11,53;KG    ;37,00;0,00;0,00;426,57;Refrigerados
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Limao taiti;2,00;SC    ;2,60;0,00;0,00;5,20;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Limao taiti;2,00;SC    ;2,60;0,00;0,00;5,20;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Abacaxi;2,00;UN    ;11,00;0,00;0,00;22,00;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Abacaxi;1,00;UN    ;11,00;0,00;0,00;11,00;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;3,00;KG    ;6,99;0,00;0,00;20,97;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Pimentao vermelho;0,30;KG    ;13,50;0,00;0,00;4,05;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Pimentao amarelo;0,30;KG    ;13,50;0,00;0,00;4,05;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Pimentao verde;0,20;KG    ;6,75;0,00;0,00;1,35;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;8,00;KG    ;8,50;0,00;0,00;68,00;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;3,00;KG    ;8,50;0,00;0,00;25,50;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Cebola roxa;2,00;KG    ;7,90;0,00;0,00;15,80;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Ovo Branco Extra;2,00;CX    ;145,00;0,00;0,00;290,00;Hortifruti
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Batata asterix;20,00;KG    ;6,99;0,00;0,00;139,80;Hortifruti
26/01/2024;29/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;pirulito 7belo;1,00;SC    ;13,50;0,00;0,00;13,50;Balas e doces
26/01/2024;27/01/2024;REZENDE E KONCIKOSKI COMERCIO ATACADISTA;File mignom suino;15,28;CX    ;51,82;0,00;0,00;791,65;Proteinas
26/01/2024;26/01/2024;S. S. P. ALONSO COM. ATAC. DE DESCART.;Papel toalha;6,00;CX    ;201,71;0,00;0,00;1.210,26;Descartaveis
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Coco fino;6,00;UN    ;44,98;0,00;0,00;269,88;Secos
26/01/2024;09/02/2024;SUPER VINHOS DISTRIBUIDORA S.A.;Doce de leite Itambe;8,00;PC    ;63,50;0,00;0,00;508,00;Secos
26/01/2024;29/01/2024;LATICINIOS CATUPIRY LTDA;Cream cheese;24,00;CX    ;32,94;0,00;0,00;790,56;Refrigerados
26/01/2024;26/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Farinha de amendoas;5,04;UN    ;109,90;0,00;83,01;553,90;Secos
26/01/2024;31/01/2024;LATICINIOS PORTO ALEGRE IND E COM S/A;Manteiga sem sal blc;3,00;CX    ;189,91;0,00;0,00;569,74;Refrigerados
26/01/2024;27/01/2024;REZENDE E KONCIKOSKI COMERCIO ATACADISTA;Lagarto redondo;23,90;KG    ;24,26;0,00;0,00;579,84;Proteinas
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Leite em po;5,00;UN    ;13,04;0,00;0,00;65,20;Secos
26/01/2024;27/01/2024;CHATEAU DU LAIT;Manteiga sem sal blc;15,00;CX    ;33,80;0,00;0,00;507,00;Refrigerados
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Morango;3,00;CX    ;35,00;0,00;0,00;105,00;Hortifruti
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Alcaparra;1,00;UN    ;86,30;0,00;0,00;86,30;Secos
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Catchup Producao;2,00;BB    ;21,95;0,00;0,00;43,90;Secos
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Vinho Chalise Tinto Culinario;2,00;UN    ;64,90;0,00;0,00;129,80;Secos
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Champgnom fatiado;1,00;KG    ;25,10;0,00;0,00;25,10;Secos
26/01/2024;26/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Aveia flocos fina;0,51;UN    ;13,91;0,00;1,06;7,09;Secos
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Aveia flocos fina;3,00;UN    ;10,09;0,00;0,00;30,27;Secos
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;Mostarda escura;4,00;UN    ;6,80;0,00;0,00;27,20;Hortifruti
26/01/2024;29/01/2024;IRMAOS CORAGEM DO HUMAITA COM DE ALIMENT;Carne seca;10,00;KG    ;35,90;0,00;0,00;359,00;Proteinas
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Mel silvestre;3,00;UN    ;17,22;0,00;0,00;51,65;Secos
26/01/2024;29/01/2024;MINALBA ALIMENTOS E BEBIDAS LTDA;Agua;3,00;L     ;16,40;0,00;0,00;49,20;Secos
26/01/2024;29/01/2024;MINALBA ALIMENTOS E BEBIDAS LTDA;Agua;5,00;L     ;12,50;0,00;0,00;62,50;Secos
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Leite de coco;12,00;UN    ;13,49;0,00;0,00;161,88;Secos
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Alecrim;1,00;UN    ;2,90;0,00;0,00;2,90;Hortifruti
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Abobrinha italiana;8,00;KG    ;4,50;0,00;0,00;36,00;Hortifruti
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Oleo soja;3,00;CX    ;132,20;0,00;0,00;396,61;Secos
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Acucar mascavo;3,00;UN    ;5,69;0,00;0,00;17,08;Secos
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Alho poro;10,00;KG    ;2,50;0,00;0,00;25,00;Hortifruti
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Aveia flocos grossa;3,00;UN    ;10,09;0,00;0,00;30,27;Secos
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Brocolis americano;12,00;UN    ;7,99;0,00;0,00;95,88;Hortifruti
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Hortela;3,00;MC    ;1,49;0,00;0,00;4,47;Hortifruti
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Couve flor;8,00;UN    ;9,00;0,00;0,00;72,00;Hortifruti
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Salsa lisa;2,00;MC    ;2,99;0,00;0,00;5,98;Hortifruti
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Salvia;2,00;MC    ;3,90;0,00;0,00;7,80;Hortifruti
26/01/2024;27/01/2024;Hortifruti Genesis Ltda;Tomilho;2,00;MC    ;2,90;0,00;0,00;5,80;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Manjericao;2,00;MC    ;3,00;0,00;0,00;6,00;Hortifruti
26/01/2024;27/01/2024;UMEHARA ALIMENTOS LTDA;Rucula;7,00;MC    ;2,55;0,00;0,00;17,85;Hortifruti
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;salsich frank furter;6,00;KG    ;13,85;0,00;0,00;83,10;Embalados
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;pastrami  berna kg;2,29;KG    ;70,65;0,00;0,00;161,79;Granel
26/01/2024;30/01/2024;Acqua center;agua leve prata 370ml;6,00;FD    ;29,40;0,00;0,00;176,40;Aguas e Chas
26/01/2024;30/01/2024;Acqua center;agua prata c gas 370;7,00;FD    ;29,40;0,00;0,00;205,80;Aguas e Chas
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;tabasco original 60m;8,00;UN    ;16,50;0,00;0,00;132,00;Azeites e molhos
26/01/2024;27/01/2024;BRF S.A.;Presunto Sadia Fat;14,00;KG    ;24,75;0,00;0,00;346,50;Granel
26/01/2024;26/01/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA;Agua de Coco legal;72,00;UN    ;4,32;0,00;0,00;311,04;Sucos Embalados
26/01/2024;27/01/2024;Coca cola;mate leao natural 1,;12,00;FD    ;5,09;0,41;0,00;61,06;Aguas e Chas
26/01/2024;27/01/2024;BRF S.A.;Peito de Peru Sadia;10,80;KG    ;38,85;0,00;0,00;419,58;Granel
26/01/2024;27/01/2024;BRF S.A.;Presunto royale kg;12,15;KG    ;53,09;0,00;0,00;645,04;Granel
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;salsicha swiss dog k;4,00;KG    ;16,40;0,00;0,00;65,60;Embalados
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;mix de sal e limg;6,00;KG    ;12,30;0,00;0,00;73,80;Embalados
26/01/2024;30/01/2024;BRASALIMENT IND E COM DE CARNES LTDA;sals vitela berna;5,00;UN    ;12,00;0,00;0,00;60,00;Embalados
26/01/2024;31/01/2024;LATICINIOS PORTO ALEGRE IND E COM S/A;Queijo Minas Prod;6,41;KG    ;27,10;0,00;0,00;173,58;Granel
26/01/2024;27/01/2024;BRF S.A.;Mortad ouro perdigao;16,00;KG    ;19,80;0,00;0,00;316,80;Granel
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Caldo delicias do ma;3,00;UN    ;34,50;0,00;0,00;103,50;Secos
26/01/2024;27/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Caldo delicias do ma;1,00;UN    ;7,64;0,00;0,00;7,64;Secos
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Caldo de carne;3,00;KG    ;39,50;0,00;0,00;118,50;Secos
26/01/2024;26/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Caldo de galinha;5,00;UN    ;14,98;0,00;0,00;74,90;Secos
27/01/2024;29/01/2024;Coca cola;Coca Cola 2,25 l;30,00;FD    ;7,29;1,39;0,00;218,64;Refrigerantes
27/01/2024;29/01/2024;Coca cola;Mate Leao Zero 300;24,00;FD    ;2,77;0,45;0,00;66,41;Aguas e Chas
27/01/2024;29/01/2024;Coca cola;Coca cola orig 600ml;48,00;FD    ;4,77;1,48;0,00;228,92;Refrigerantes
27/01/2024;29/01/2024;Coca cola;Coca Cola 2l;30,00;FD    ;7,26;1,39;0,00;217,74;Refrigerantes
27/01/2024;29/01/2024;Coca cola;mate leao limao 300m;24,00;FD    ;2,78;0,45;0,00;66,78;Aguas e Chas
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Rucula;15,00;MC    ;2,50;0,00;0,00;37,50;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Salsa lisa;3,00;MC    ;2,99;0,00;0,00;8,97;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Salsa lisa;1,00;MC    ;2,99;0,00;0,00;2,99;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Couve flor;6,00;UN    ;9,00;0,00;0,00;54,00;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Brocolis americano;10,00;UN    ;7,99;0,00;0,00;79,90;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Alho poro;5,00;KG    ;2,50;0,00;0,00;12,50;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Aneto / dill;2,00;UN    ;2,99;0,00;0,00;5,98;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Alface crespa;10,00;UN    ;1,99;0,00;0,00;19,90;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Alface crespa roxa;4,00;UN    ;2,60;0,00;0,00;10,40;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Alface americana;30,00;UN    ;2,70;0,00;0,00;81,00;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Abobrinha italiana;3,00;KG    ;4,50;0,00;0,00;13,50;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Agriao;1,00;UN    ;1,39;0,00;0,00;1,39;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Berinjela;3,00;KG    ;4,50;0,00;0,00;13,50;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Cebola calabresa ech;1,00;KG    ;5,50;0,00;0,00;5,50;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Tomate molho;3,00;KG    ;5,99;0,00;0,00;17,97;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Tomate salada;6,00;KG    ;8,90;0,00;0,00;53,40;Hortifruti
27/01/2024;29/01/2024;Hortifruti Genesis Ltda;Vagem francesa;5,00;UN    ;7,00;0,00;0,00;35,00;Hortifruti
27/01/2024;29/01/2024;Coca cola;Coca Cola Lata;96,00;FD    ;3,04;1,94;0,00;291,98;Refrigerantes
27/01/2024;29/01/2024;Coca cola;Coca Cola Lata;120,00;FD    ;3,03;2,42;0,00;363,94;Refrigerantes
27/01/2024;29/01/2024;CDN INDUSTRIA DE ALIMENTOS LTDA;Pastel de forno;1,00;UN    ;48,00;0,00;0,00;48,00;Salgados
27/01/2024;29/01/2024;Coca cola;Ice Tea Pêssego 300;12,00;FD    ;2,78;0,22;0,00;33,40;Aguas e Chas
28/01/2024;29/01/2024;REZENDE E KONCIKOSKI COMERCIO ATACADISTA;Alcatra Coracao Miol;23,73;KG    ;34,18;0,00;0,00;811,23;Proteinas
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Melao Amarelo ;1,00;KG    ;15,00;0,00;0,00;15,00;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Kiwi;0,50;KG    ;23,00;0,00;0,00;11,50;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Mamao Formosa;1,00;UN    ;7,50;0,00;0,00;7,50;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Tomate cereja;4,00;BJ    ;4,50;0,00;0,00;18,00;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Pepino japones;2,00;KG    ;4,25;0,00;0,00;8,50;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Cebola roxa;2,00;KG    ;7,90;0,00;0,00;15,80;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Beterraba;3,00;KG    ;6,80;0,00;0,00;20,40;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;5,00;KG    ;8,50;0,00;0,00;42,50;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;3,00;KG    ;8,50;0,00;0,00;25,50;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Chuchu;5,00;KG    ;8,25;0,00;0,00;41,25;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Batata inglesa;20,00;KG    ;10,90;0,00;0,00;218,00;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Batata doce ;5,00;KG    ;5,50;0,00;0,00;27,50;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Ovo Branco Extra;1,00;CX    ;145,00;0,00;0,00;145,00;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Manga;8,00;KG    ;8,00;0,00;0,00;64,00;Hortifruti
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Morango;5,00;CX    ;35,00;0,00;0,00;175,00;Hortifruti
28/01/2024;29/01/2024;REZENDE E KONCIKOSKI COMERCIO ATACADISTA;Lagarto redondo;26,59;KG    ;24,26;0,00;0,00;645,15;Proteinas
28/01/2024;29/01/2024;UMEHARA ALIMENTOS LTDA;Manjericao;1,00;MC    ;3,00;0,00;0,00;3,00;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Manjericao;3,00;MC    ;3,00;0,00;0,00;9,00;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Rucula;15,00;MC    ;2,55;0,00;0,00;38,25;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Salsa lisa;3,00;MC    ;3,00;0,00;0,00;9,00;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Brocolis americano;8,00;UN    ;7,99;0,00;0,00;63,92;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Brocolis;5,00;UN    ;4,50;0,00;0,00;22,50;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Cebolinha;1,00;MC    ;2,99;0,00;0,00;2,99;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Coentro;5,00;MC    ;2,50;0,00;0,00;12,50;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Couve flor;12,00;UN    ;8,00;0,00;0,00;96,00;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Hortela;2,00;MC    ;1,49;0,00;0,00;2,98;Hortifruti
29/01/2024;29/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Alecrim;2,00;UN    ;39,90;0,00;11,96;79,80;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Abobrinha italiana;5,00;KG    ;4,50;0,00;0,00;22,50;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Abobrinha italiana;5,00;KG    ;4,50;0,00;0,00;22,50;Hortifruti
29/01/2024;30/01/2024;DF&M ALIMENTOS LTDA;Farinha Extra Clara;8,00;SC    ;100,99;0,00;0,00;807,92;Secos
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Alface americana;30,00;UN    ;2,70;0,00;0,00;81,00;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Alface crespa;10,00;UN    ;1,99;0,00;0,00;19,90;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Aneto / dill;2,00;UN    ;2,25;0,00;0,00;4,50;Hortifruti
29/01/2024;30/01/2024;Hortifruti Genesis Ltda;Alho poro;10,00;KG    ;2,50;0,00;0,00;25,00;Hortifruti
29/01/2024;30/01/2024;BRF S.A.;Presunto Sadia Fat;20,70;KG    ;24,62;0,00;0,00;509,63;Granel
29/01/2024;30/01/2024;BRF S.A.;Presunto royale kg;18,89;KG    ;53,09;0,00;0,00;1.002,87;Granel
29/01/2024;30/01/2024;BRF S.A.;Peito de Peru Sadia;11,20;KG    ;38,85;0,00;0,00;435,12;Granel
29/01/2024;30/01/2024;BRF S.A.;salame italia sadia;6,10;KG    ;79,48;0,00;0,00;484,83;Granel
29/01/2024;30/01/2024;DF&M ALIMENTOS LTDA;Farinha Integral ;4,00;SC    ;30,89;0,00;0,00;123,56;Secos
29/01/2024;29/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Farinha de amendoas;3,01;UN    ;109,90;0,00;49,55;330,58;Secos
29/01/2024;30/01/2024;Intermak Papelaria e Informatica Ltda. -;Recibo bloco;4,00;UN    ;4,99;0,00;0,00;19,96;uso e consumo
29/01/2024;30/01/2024;SELLPACK DISTRIBUIDORA LTDA;Papel aluminio;12,00;CX    ;51,49;0,00;0,00;617,88;Embalagens
29/01/2024;29/01/2024;NOVA GERACAO COMESTIVEIS LTDA;Acafrao (curcuma);1,02;UN    ;19,90;0,00;3,05;20,34;Secos
29/01/2024;30/01/2024;Frescatto;File de Tilapia ;20,00;KG    ;39,90;0,00;0,00;798,00;Proteinas
29/01/2024;30/01/2024;COSTA MATA ENTREPOSTO DE PESCADOS LTDA;Camarao M S Ca 71/90;10,00;KG    ;45,90;0,00;0,00;459,00;Proteinas
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Ovo Branco Extra;1,00;CX    ;165,00;0,00;0,00;165,00;Hortifruti
29/01/2024;30/01/2024;UMEHARA ALIMENTOS LTDA;Ovo de codorna conse;3,00;UN    ;19,50;0,00;0,00;58,50;Hortifruti
